"id","name","type","combination_number","created_by","updated_by","deleted_by","created_at","updated_at","deleted_at"
"526","Kelinci","4D","0485-2485","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"527","Buaya","4D","0486-2486","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"528","Kupu Kupu","4D","0487-2487","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"529","Ayam Belanda","4D","0488-2488","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"530","Naga","4D","0489-2489","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"531","Kakaktua","4D","0490-2490","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"532","Tokek","4D","0491-2491","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"533","Itik","4D","0492-2492","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"534","Serangga","4D","0493-2493","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"535","Singa","4D","0494-2494","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"536","Lembu","4D","0495-2495","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"537","Srigala","4D","0496-2496","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"538","Siput","4D","0497-2497","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"539","Buku TAbungan Bank","4D","0500-2500","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"540","Akar Akar","4D","0501-2501","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"541","Kotak Surat","4D","0502-2502","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"542","KEpingan Kaca","4D","0503-2503","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"543","Narkotik","4D","0504-2504","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"544","Kacang Panjang","4D","0505-2505","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"545","Retsleting","4D","0506-2506","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"546","Bola Bowling","4D","0507-2507","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"547","Hioswa","4D","0508-2508","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"548","Biji Timah","4D","0509-2509","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"549","Macam Macam Kalengan","4D","0510-2510","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"550","Tanda Kaki","4D","0511-2511","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"551","Sumpit","4D","0512-2512","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"552","Kapal Layar","4D","0513-2513","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"553","Kabel Listrik","4D","0514-2514","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"554","Mutiara Imitasi","4D","0515-2515","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"555","Tas Kain","4D","0516-2516","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"556","Gitar","4D","0517-2517","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"557","Peledak","4D","0518-2518","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"558","Telur Penyu","4D","0519-2519","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"559","Cap Tanggal","4D","0520-2520","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"560","Lampu","4D","0521-2521","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"561","Handuk","4D","0522-2522","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"562","Pengisap Debu","4D","0523-2523","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"563","Surat Cukai Jalan","4D","0524-2524","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"564","Bola Golf","4D","0525-2525","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"565","Rantang Kursi","4D","0526-2526","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"566","Kursi Batu","4D","0527-2527","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"567","Arang","4D","0528-2528","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"568","KTP Palsu","4D","0529-2529","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"569","Pohon","4D","0530-2530","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"570","Jam Dinding","4D","0531-2531","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"571","Bakul Plastik","4D","0532-2532","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"572","Kutek","4D","0533-2533","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"573","Pakaian Dalam","4D","0534-2534","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"574","Sikat Sepatu","4D","0535-2535","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"575","Batu Bata","4D","0536-2536","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"576","Garpu Daging","4D","0537-2537","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"577","Sepatu Anak Anak","4D","0538-2538","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"578","Kartu Peringatan","4D","0539-2539","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"579","Daftar Obat","4D","0540-2540","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"580","Bunga Imitasi","4D","0541-2541","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"581","Nanas","4D","0542-2542","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"582","Pipa Rokok","4D","0543-2543","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"583","Naik Mobil Semut Berkelahi","4D","9894-0435","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"584","Poster","4D","0544-2544","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"585","Kacang Tanah","4D","0545-2545","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"586","Surat Bank","4D","0546-2546","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"587","Obat Nyamuk","4D","0547-2547","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"588","Panci Listrik","4D","0548-2548","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"589","Bedak Giling","4D","0549-2549","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"590","Kaleng Nasi","4D","0550-2550","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"591","Kran","4D","0551-2551","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"592","Peti Buah","4D","0552-2552","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"593","Paku Besi","4D","0553-2553","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"594","Mata","4D","0554-2554","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"595","Batu Asah","4D","0555-2555","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"596","Sepatu Bayi","4D","0556-2556","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"597","Bedak Bayi","4D","0557-2557","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"598","Gigi Anjing","4D","0558-2558","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"599","Pemasak Sangwah","4D","0559-2559","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"600","Steker Listrik","4D","0560-2560","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"601","Cerutu","4D","0561-2561","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"602","Bass Besar","4D","0562-2562","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"603","Lilin Putih","4D","0563-2563","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"604","Lilin Merah","4D","0564-2564","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"605","Notes Peredaran","4D","0565-2565","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"606","Komponen Sepeda","4D","0568-2568","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"607","Pemasak Listrik","4D","0569-2569","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"608","Palu","4D","0570-2570","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"609","Punggung Telapak Tangan","4D","0571-2571","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"610","Surat Kabar Lama","4D","0572-2572","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"611","Sangkar Burung","4D","0573-2573","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"612","Pencukur","4D","0574-2574","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"613","Obat Penguat Badan","4D","0575-2575","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"614","Surat Keluarga","4D","0576-2576","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"615","Kartu Nama","4D","0577-2577","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"616","Mantel","4D","0578-2578","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"617","Sarang Burung","4D","0579-2579","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"618","Perangko","4D","0580-2580","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"619","Kancing Baju","4D","0581-2581","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"620","Piringan Hitam","4D","0582-2582","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"621","Topeng","4D","0583-2583","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"622","Besi","4D","0584-2584","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"623","Sepatu Ganjil","4D","0585-2585","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"624","Koin Lama","4D","0586-2586","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"625","Dop Lampu","4D","0587-2587","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"626","Kartu Pasien","4D","0588-2588","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"627","Buah Buahan","4D","0589-2589","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"628","Baki Imitasi BerukirNaga","4D","0590-2590","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"629","Sayuran Imitas","4D","0591-2591","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"630","Tembag","4D","0592-2592","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"631","Kerta","4D","0593-2593","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"632","Korde","4D","0594-2594","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"633","Hair Drye","4D","0595-2595","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"634","Gigi Maca","4D","0596-2596","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"635","Baterai","4D","0597-2597","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"636","Gunting Rumput","4D","0598-2598","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"637","Kartu Undangan","4D","0599-2599","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"638","Kotak Bedak","4D","0600-2600","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"639","Bulu Ayam","4D","0601-2601","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"640","Kaca Pecah","4D","0602-2602","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"641","Rambutan","4D","0603-2603","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"642","Botol Arak","4D","0604-2604","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"643","Sepatu Selam","4D","0605-2605","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"644","Kalung Mutiara","4D","0606-2606","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"645","Gelas Pecah","4D","0607-2607","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"646","Buku Pantangan","4D","0608-2608","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"647","Hanger Baru","4D","0609-2609","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"648","Ikan Beracun","4D","0610-2610","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"649","Balok","4D","0611-2611","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"650","Kelambu Gantung","4D","0612-2612","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"651","Ring Kunci","4D","0613-2613","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"652","Perhiasan Imitasi","4D","0614-2614","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"653","Sepatu Jinjit","4D","0615-2615","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"654","Pisang","4D","0616-2616","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"655","Mesin Tunai","4D","0617-2617","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"656","Antenna","4D","0618-2618","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"657","Lisensi Anjing","4D","0619-2619","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"658","Jembatan Lintas","4D","0620-2620","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"659","Raket cock","4D","0621-2621","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"660","Gelang Rematik","4D","0622-2622","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"661","Jamtangan Air","4D","0623-2623","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"662","Lampu Jalan","4D","0624-2624","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"663","Kertas Hijau","4D","0625-2625","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"664","Pil KB","4D","0626-2626","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"665","Pil Penggugur Kandungan","4D","0627-2627","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"666","Kacang Polong","4D","0628-2628","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"667","Kamar Mandi","4D","0631-2631","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"668","Kain","4D","0632-2632","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"669","Kain Gombal","4D","0633-2633","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"670","Sabun Anjing","4D","0634-2634","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"671","Pintu Otomatis","4D","0635-2635","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"672","Sapu Lidi","4D","0636-2636","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"673","Sarang Lebah","4D","0637-2637","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"674","Mangkok","4D","0638-2638","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"675","Kartu Tahun Baru","4D","0639-2639","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"676","Kembang Api","4D","0640-2640","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"677","Cat","4D","0641-2641","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"678","Patung","4D","0642-2642","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"679","Obat Sayuran","4D","0643-2643","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"680","Senapan Mainan","4D","0644-2644","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"681","Surat Tercatat","4D","0645-2645","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"682","Sabun Jerawat","4D","0646-2646","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"683","Sikat","4D","0647-2647","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"684","Poci Kopi","4D","0648-2648","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"685","Timbangan Berdiri","4D","0649-2649","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"686","Mainan","4D","0650-2650","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"687","Amplop","4D","0651-2651","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"688","Kertas Kuning","4D","0652-2652","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"689","Magnit","4D","0653-2653","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"690","Obat","4D","0654-2654","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"691","Gunting","4D","0655-2655","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"692","Terowongan","4D","0656-2656","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"693","Cangkir","4D","0657-2657","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"694","Bus Sekolah","4D","0658-2658","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"695","Suryakanta (kaca pembesar)","4D","0659-2659","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"696","Sumur","4D","0660-2660","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"697","Bungkusan Nasi Uduk","4D","0661-2661","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"698","Payung","4D","0662-2662","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"699","Kelapa","4D","0663-2663","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"700","Telur Ayam","4D","0664-2664","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"701","Semangka","4D","0665-2665","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"702","Surat Pengacara","4D","0666-2666","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"703","Tempat Lilin","4D","0667-2667","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"704","Kotak P3K","4D","0668-2668","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"705","Harmonika","4D","0671-2671","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"706","Kotak Rokok","4D","0672-2672","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"707","Ikat Pinggang","4D","0673-2673","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"708","Sepatu Robek","4D","0674-2674","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"709","Sepatu Baru","4D","0675-2675","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"710","Sabun","4D","0676-2676","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"711","Buah Pelir","4D","0677-2677","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"712","Kain Merah","4D","0678-2678","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"713","Air Mineral","4D","0679-2679","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"714","Kulit Binatang","4D","0682-2682","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"715","Foto Bintang Film","4D","0683-2683","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"716","Tiket Palsu","4D","0684-2684","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"717","Bakul Sayuran","4D","0685-2685","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"718","Layangan","4D","0686-2686","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"719","Gigi Kucing","4D","0687-2687","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"720","Lentera Orang Mati","4D","0688-2688","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"721","Timbangan Duduk","4D","0689-2689","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"722","Ujung Dasi","4D","0690-2690","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"723","Celana Dalam","4D","0691-2691","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"724","Karangan Bunga","4D","0692-2692","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"725","Dadu Palsu","4D","0693-2693","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"726","Sengpui Kerang","4D","0694-2694","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"727","Lonceng Tangan","4D","0695-2695","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"728","Kaki","4D","0696-2696","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"729","Kulit Ular","4D","0697-2697","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"730","Penangkal Petir","4D","0698-2698","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"731","Lemari Es","4D","0699-2699","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"732","Gelas","4D","0700-2700","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"733","Timbangan Gantung","4D","0701-2701","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"734","Kalung","4D","0702-2702","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"735","Bulu Mata Palsu","4D","0703-2703","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"736","Pipa Rokok","4D","0704-2704","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"737","Kursi Pencukur","4D","0705-2705","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"738","Alat Pemanas Makanan","4D","0706-2706","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"739","Tangan","4D","0707-2707","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"740","Alat Bantu Dengar","4D","0708-2708","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"741","Mangkok Plastik","4D","0709-2709","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"742","Kipas Sutra","4D","0710-2710","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"743","Pisau Buah","4D","0711-2711","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"744","Tembok","4D","0712-2712","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"745","Matahari","4D","0715-2715","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"746","Komponen Mesin","4D","0716-2716","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"747","Meja","4D","0717-2717","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"748","Baju Ganjil","4D","0718-2718","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"749","Pakaian Raja","4D","0719-2719","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"750","Pisau Sayur","4D","0720-2720","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"751","Suling","4D","0721-2721","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"752","Gigi Emas","4D","0722-2722","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"753","Kain","4D","0723-2723","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"754","Klip","4D","0724-2724","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"755","Pisau Cukur","4D","0725-2725","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"756","Buah Melon","4D","0726-2726","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"757","Buku Mode","4D","0727-2727","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"758","Telur Burung","4D","0728-2728","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"759","Mesin Tenun","4D","0729-2729","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"760","Serbuk Cuci Detergen","4D","0730-2730","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"761","Topi Baja","4D","0731-2731","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"762","Bantal","4D","0732-2732","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"763","Pasta gigi","4D","0733-2733","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"764","Dompet","4D","0734-2734","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"765","Surat Wasiat","4D","0735-2735","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"766","Ranjang Susun","4D","0736-2736","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"767","Buku Album","4D","0737-2737","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"768","Peluru","4D","0738-2738","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"769","Obat Syirup","4D","0739-2739","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"770","Klip","4D","0740-2740","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"771","Kertas Merah","4D","0741-2741","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"772","Kail (Mata Pancing)","4D","0742-2742","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"773","Buku Desain","4D","0743-2743","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"774","Bak Cuci (Baskom)","4D","0744-2744","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"775","Gelembung","4D","0745-2745","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"776","Surat Persatuan","4D","0746-2746","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"777","Antena Radio","4D","0747-2747","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"778","Telur Itik","4D","0748-2748","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"779","Sangkar Burung","4D","0749-2749","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"780","Pedati","4D","0750-2750","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"781","Mahyong","4D","0751-2751","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"782","Shampo","4D","0752-2752","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"783","Jarum Pentul","4D","0753-2753","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"784","Cukai (Pajak Nomor Rumah)","4D","0754-2754","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"785","Lampu Jalan","4D","0755-2755","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"786","Penggiling Beras","4D","0756-2756","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"787","Bawang Bombai","4D","0757-2757","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"788","Dulang Abu","4D","0758-2758","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"789","Uang Sokongan","4D","0759-2759","1",NULL,NULL,"2021-10-08 17:21:18",NULL,NULL
"790","Bendera","4D","0762-2762","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"791","Meja Makan","4D","0763-2763","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"792","Patung","4D","0764-2764","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
"793","Badan","4D","0765-2765","1",NULL,NULL,"2021-10-08 17:21:19",NULL,NULL
